Mês de Data Referencia;Evento;Uf;Total
maio de 2021;Roubo de veículo;MT;119
maio de 2021;Roubo de veículo;PA;183
maio de 2021;Roubo de veículo;PB;374
maio de 2021;Roubo de veículo;PE;734
maio de 2021;Roubo de veículo;PI;342
maio de 2021;Roubo de veículo;PR;371
maio de 2021;Roubo de veículo;RJ;2002
maio de 2021;Roubo de veículo;RN;378
maio de 2021;Roubo de veículo;RO;143
maio de 2021;Roubo de veículo;RR;81
maio de 2021;Roubo de veículo;RS;382
maio de 2021;Roubo de veículo;SC;131
maio de 2021;Roubo de veículo;SE;162
maio de 2021;Roubo de veículo;SP;2444
maio de 2021;Roubo de veículo;TO;28
junho de 2021;Roubo de veículo;AC;81
junho de 2021;Roubo de veículo;AL;108
junho de 2021;Roubo de veículo;AM;144
junho de 2021;Roubo de veículo;AP;43
junho de 2021;Roubo de veículo;BA;921
junho de 2021;Roubo de veículo;CE;673
junho de 2021;Roubo de veículo;DF;166
junho de 2021;Roubo de veículo;ES;286
junho de 2021;Roubo de veículo;GO;113
junho de 2021;Roubo de veículo;MA;460
junho de 2021;Roubo de veículo;MG;446
junho de 2021;Roubo de veículo;MS;43
junho de 2021;Roubo de veículo;MT;87
junho de 2021;Roubo de veículo;PA;193
junho de 2021;Roubo de veículo;PB;312
junho de 2021;Roubo de veículo;PE;742
junho de 2021;Roubo de veículo;PI;358
junho de 2021;Roubo de veículo;PR;333
junho de 2021;Roubo de veículo;RJ;1899
junho de 2021;Roubo de veículo;RN;336
junho de 2021;Roubo de veículo;RO;172
junho de 2021;Roubo de veículo;RR;22
junho de 2021;Roubo de veículo;RS;388
junho de 2021;Roubo de veículo;SC;116
junho de 2021;Roubo de veículo;SE;159
junho de 2021;Roubo de veículo;SP;2430
junho de 2021;Roubo de veículo;TO;26
julho de 2021;Roubo de veículo;AC;73
julho de 2021;Roubo de veículo;AL;107
julho de 2021;Roubo de veículo;AM;199
julho de 2021;Roubo de veículo;AP;43
julho de 2021;Roubo de veículo;BA;943
julho de 2021;Roubo de veículo;CE;625
julho de 2021;Roubo de veículo;DF;148
julho de 2021;Roubo de veículo;ES;289
julho de 2021;Roubo de veículo;GO;140
julho de 2021;Roubo de veículo;MA;481
janeiro de 2018;Roubo de veículo;AC;
janeiro de 2018;Roubo de veículo;AL;290
janeiro de 2018;Roubo de veículo;AM;301
janeiro de 2018;Roubo de veículo;AP;22
janeiro de 2018;Roubo de veículo;BA;1193
janeiro de 2018;Roubo de veículo;CE;891
janeiro de 2018;Roubo de veículo;DF;317
janeiro de 2018;Roubo de veículo;ES;561
janeiro de 2018;Roubo de veículo;GO;1111
janeiro de 2018;Roubo de veículo;MA;340
janeiro de 2018;Roubo de veículo;MG;1814
janeiro de 2018;Roubo de veículo;MS;59
janeiro de 2018;Roubo de veículo;MT;211
janeiro de 2018;Roubo de veículo;PA;695
janeiro de 2018;Roubo de veículo;PB;289
janeiro de 2018;Roubo de veículo;PE;1529
janeiro de 2018;Roubo de veículo;PI;308
janeiro de 2018;Roubo de veículo;PR;718
janeiro de 2018;Roubo de veículo;RJ;5286
janeiro de 2018;Roubo de veículo;RN;679
janeiro de 2018;Roubo de veículo;RO;133
janeiro de 2018;Roubo de veículo;RR;83
janeiro de 2018;Roubo de veículo;RS;1579
janeiro de 2018;Roubo de veículo;SC;213
janeiro de 2018;Roubo de veículo;SE;213
janeiro de 2018;Roubo de veículo;SP;4513
janeiro de 2018;Roubo de veículo;TO;67
fevereiro de 2018;Roubo de veículo;AC;
fevereiro de 2018;Roubo de veículo;AL;277
fevereiro de 2018;Roubo de veículo;AM;261
fevereiro de 2018;Roubo de veículo;AP;28
fevereiro de 2018;Roubo de veículo;BA;1037
fevereiro de 2018;Roubo de veículo;CE;794
fevereiro de 2018;Roubo de veículo;DF;353
fevereiro de 2018;Roubo de veículo;ES;512
fevereiro de 2018;Roubo de veículo;GO;964
fevereiro de 2018;Roubo de veículo;MA;276
fevereiro de 2018;Roubo de veículo;MG;1497
fevereiro de 2018;Roubo de veículo;MS;73
fevereiro de 2018;Roubo de veículo;MT;170
fevereiro de 2018;Roubo de veículo;PA;661
fevereiro de 2018;Roubo de veículo;PB;320
fevereiro de 2018;Roubo de veículo;PE;1301
fevereiro de 2018;Roubo de veículo;PI;284
fevereiro de 2018;Roubo de veículo;PR;726
fevereiro de 2018;Roubo de veículo;RJ;4792
fevereiro de 2018;Roubo de veículo;RN;599
fevereiro de 2018;Roubo de veículo;RO;123
fevereiro de 2018;Roubo de veículo;RR;66
fevereiro de 2018;Roubo de veículo;RS;1426
fevereiro de 2018;Roubo de veículo;SC;223
fevereiro de 2018;Roubo de veículo;SE;271
fevereiro de 2018;Roubo de veículo;SP;4508
fevereiro de 2018;Roubo de veículo;TO;62
março de 2018;Roubo de veículo;AC;0
março de 2018;Roubo de veículo;AL;292
março de 2018;Roubo de veículo;AM;311
março de 2018;Roubo de veículo;AP;23
março de 2018;Roubo de veículo;BA;1203
março de 2018;Roubo de veículo;CE;913
março de 2018;Roubo de veículo;DF;376
março de 2018;Roubo de veículo;ES;476
março de 2018;Roubo de veículo;GO;1022
março de 2018;Roubo de veículo;MA;372
março de 2018;Roubo de veículo;MG;1589
março de 2018;Roubo de veículo;MS;87
março de 2018;Roubo de veículo;MT;225
março de 2018;Roubo de veículo;PA;733
março de 2018;Roubo de veículo;PB;333
março de 2018;Roubo de veículo;PE;1494
março de 2018;Roubo de veículo;PI;335
março de 2018;Roubo de veículo;PR;768
março de 2018;Roubo de veículo;RJ;5358
março de 2018;Roubo de veículo;RN;689
março de 2018;Roubo de veículo;RO;146
março de 2018;Roubo de veículo;RR;44
março de 2018;Roubo de veículo;RS;1642
março de 2018;Roubo de veículo;SC;217
março de 2018;Roubo de veículo;SE;263
março de 2018;Roubo de veículo;SP;4790
março de 2018;Roubo de veículo;TO;86
abril de 2018;Roubo de veículo;AC;
abril de 2018;Roubo de veículo;AL;314
abril de 2018;Roubo de veículo;AM;298
abril de 2018;Roubo de veículo;AP;27
abril de 2018;Roubo de veículo;BA;1205
abril de 2018;Roubo de veículo;CE;816
abril de 2018;Roubo de veículo;DF;383
abril de 2018;Roubo de veículo;ES;527
abril de 2018;Roubo de veículo;GO;933
abril de 2018;Roubo de veículo;MA;373
abril de 2018;Roubo de veículo;MG;1392
abril de 2018;Roubo de veículo;MS;77
abril de 2018;Roubo de veículo;MT;189
abril de 2018;Roubo de veículo;PA;590
abril de 2018;Roubo de veículo;PB;322
abril de 2018;Roubo de veículo;PE;1402
abril de 2018;Roubo de veículo;PI;272
abril de 2018;Roubo de veículo;PR;701
abril de 2018;Roubo de veículo;RJ;4656
abril de 2018;Roubo de veículo;RN;633
abril de 2018;Roubo de veículo;RO;139
abril de 2018;Roubo de veículo;RR;48
abril de 2018;Roubo de veículo;RS;1486
abril de 2018;Roubo de veículo;SC;205
abril de 2018;Roubo de veículo;SE;286
abril de 2018;Roubo de veículo;SP;4941
abril de 2018;Roubo de veículo;TO;77
maio de 2018;Roubo de veículo;AC;
maio de 2018;Roubo de veículo;AL;317
maio de 2018;Roubo de veículo;AM;278
maio de 2018;Roubo de veículo;AP;25
maio de 2018;Roubo de veículo;BA;1199
maio de 2018;Roubo de veículo;CE;860
maio de 2018;Roubo de veículo;DF;329
maio de 2018;Roubo de veículo;ES;512
maio de 2018;Roubo de veículo;GO;935
maio de 2018;Roubo de veículo;MA;388
maio de 2018;Roubo de veículo;MG;1137
maio de 2018;Roubo de veículo;MS;68
maio de 2018;Roubo de veículo;MT;203
maio de 2018;Roubo de veículo;PA;529
maio de 2018;Roubo de veículo;PB;346
maio de 2018;Roubo de veículo;PE;1365
maio de 2018;Roubo de veículo;PI;309
maio de 2018;Roubo de veículo;PR;650
maio de 2018;Roubo de veículo;RJ;4382
maio de 2018;Roubo de veículo;RN;577
maio de 2018;Roubo de veículo;RO;121
maio de 2018;Roubo de veículo;RR;66
maio de 2018;Roubo de veículo;RS;1275
maio de 2018;Roubo de veículo;SC;154
maio de 2018;Roubo de veículo;SE;211
maio de 2018;Roubo de veículo;SP;5173
maio de 2018;Roubo de veículo;TO;67
junho de 2018;Roubo de veículo;AC;
junho de 2018;Roubo de veículo;AL;306
junho de 2018;Roubo de veículo;AM;324
junho de 2018;Roubo de veículo;AP;25
junho de 2018;Roubo de veículo;BA;1213
junho de 2018;Roubo de veículo;CE;768
junho de 2018;Roubo de veículo;DF;327
junho de 2018;Roubo de veículo;ES;448
junho de 2018;Roubo de veículo;GO;942
junho de 2018;Roubo de veículo;MA;358
junho de 2018;Roubo de veículo;MG;1190
junho de 2018;Roubo de veículo;MS;76
junho de 2018;Roubo de veículo;MT;179
junho de 2018;Roubo de veículo;PA;562
junho de 2018;Roubo de veículo;PB;337
junho de 2018;Roubo de veículo;PE;1389
junho de 2018;Roubo de veículo;PI;363
junho de 2018;Roubo de veículo;PR;664
junho de 2018;Roubo de veículo;RJ;4014
junho de 2018;Roubo de veículo;RN;587
junho de 2018;Roubo de veículo;RO;112
junho de 2018;Roubo de veículo;RR;72
junho de 2018;Roubo de veículo;RS;1366
junho de 2018;Roubo de veículo;SC;195
junho de 2018;Roubo de veículo;SE;207
junho de 2018;Roubo de veículo;SP;4898
junho de 2018;Roubo de veículo;TO;76
julho de 2018;Roubo de veículo;AC;
julho de 2018;Roubo de veículo;AL;373
julho de 2018;Roubo de veículo;AM;241
julho de 2018;Roubo de veículo;AP;29
julho de 2018;Roubo de veículo;BA;1172
julho de 2018;Roubo de veículo;CE;696
julho de 2018;Roubo de veículo;DF;356
julho de 2018;Roubo de veículo;ES;460
julho de 2018;Roubo de veículo;GO;917
julho de 2018;Roubo de veículo;MA;349
janeiro de 2022;Roubo de veículo;AC;69
janeiro de 2022;Roubo de veículo;AL;134
janeiro de 2022;Roubo de veículo;AM;140
janeiro de 2022;Roubo de veículo;AP;46
janeiro de 2022;Roubo de veículo;BA;1090
janeiro de 2022;Roubo de veículo;CE;666
janeiro de 2022;Roubo de veículo;DF;129
janeiro de 2022;Roubo de veículo;ES;363
janeiro de 2022;Roubo de veículo;GO;124
janeiro de 2022;Roubo de veículo;MA;471
janeiro de 2022;Roubo de veículo;MG;411
janeiro de 2022;Roubo de veículo;MS;41
janeiro de 2022;Roubo de veículo;MT;98
janeiro de 2022;Roubo de veículo;PA;207
janeiro de 2022;Roubo de veículo;PB;396
janeiro de 2022;Roubo de veículo;PE;902
janeiro de 2022;Roubo de veículo;PI;389
janeiro de 2022;Roubo de veículo;PR;298
janeiro de 2022;Roubo de veículo;RJ;1864
janeiro de 2022;Roubo de veículo;RN;321
janeiro de 2022;Roubo de veículo;RO;109
janeiro de 2022;Roubo de veículo;RR;22
janeiro de 2022;Roubo de veículo;RS;387
janeiro de 2022;Roubo de veículo;SC;103
janeiro de 2022;Roubo de veículo;SE;199
janeiro de 2022;Roubo de veículo;SP;2936
janeiro de 2022;Roubo de veículo;TO;37
fevereiro de 2022;Roubo de veículo;AC;49
fevereiro de 2022;Roubo de veículo;AL;140
fevereiro de 2022;Roubo de veículo;AM;157
fevereiro de 2022;Roubo de veículo;AP;40
fevereiro de 2022;Roubo de veículo;BA;991
fevereiro de 2022;Roubo de veículo;CE;583
fevereiro de 2022;Roubo de veículo;DF;143
fevereiro de 2022;Roubo de veículo;ES;287
fevereiro de 2022;Roubo de veículo;GO;133
fevereiro de 2022;Roubo de veículo;MA;411
fevereiro de 2022;Roubo de veículo;MG;354
fevereiro de 2022;Roubo de veículo;MS;45
fevereiro de 2022;Roubo de veículo;MT;85
fevereiro de 2022;Roubo de veículo;PA;178
fevereiro de 2022;Roubo de veículo;PB;380
fevereiro de 2022;Roubo de veículo;PE;784
fevereiro de 2022;Roubo de veículo;PI;387
fevereiro de 2022;Roubo de veículo;PR;289
fevereiro de 2022;Roubo de veículo;RJ;1770
fevereiro de 2022;Roubo de veículo;RN;271
fevereiro de 2022;Roubo de veículo;RO;141
fevereiro de 2022;Roubo de veículo;RR;30
fevereiro de 2022;Roubo de veículo;RS;361
fevereiro de 2022;Roubo de veículo;SC;112
fevereiro de 2022;Roubo de veículo;SE;161
fevereiro de 2022;Roubo de veículo;SP;2660
fevereiro de 2022;Roubo de veículo;TO;41
março de 2022;Roubo de veículo;AC;65
março de 2022;Roubo de veículo;AL;134
março de 2022;Roubo de veículo;AM;149
março de 2022;Roubo de veículo;AP;48
março de 2022;Roubo de veículo;BA;1139
março de 2022;Roubo de veículo;CE;629
março de 2022;Roubo de veículo;DF;143
março de 2022;Roubo de veículo;ES;328
março de 2022;Roubo de veículo;GO;135
março de 2022;Roubo de veículo;MA;450
março de 2022;Roubo de veículo;MG;617
março de 2022;Roubo de veículo;MS;47
março de 2022;Roubo de veículo;MT;96
março de 2022;Roubo de veículo;PA;191
março de 2022;Roubo de veículo;PB;436
março de 2022;Roubo de veículo;PE;921
março de 2022;Roubo de veículo;PI;456
março de 2022;Roubo de veículo;PR;325
março de 2022;Roubo de veículo;RJ;2153
março de 2022;Roubo de veículo;RN;318
março de 2022;Roubo de veículo;RO;160
março de 2022;Roubo de veículo;RR;23
março de 2022;Roubo de veículo;RS;448
março de 2022;Roubo de veículo;SC;136
março de 2022;Roubo de veículo;SE;185
março de 2022;Roubo de veículo;SP;3625
março de 2022;Roubo de veículo;TO;45
abril de 2022;Roubo de veículo;AC;55
abril de 2022;Roubo de veículo;AL;114
abril de 2022;Roubo de veículo;AM;108
abril de 2022;Roubo de veículo;AP;48
abril de 2022;Roubo de veículo;BA;955
abril de 2022;Roubo de veículo;CE;660
abril de 2022;Roubo de veículo;DF;131
abril de 2022;Roubo de veículo;ES;288
abril de 2022;Roubo de veículo;GO;117
abril de 2022;Roubo de veículo;MA;441
abril de 2022;Roubo de veículo;MG;559
abril de 2022;Roubo de veículo;MS;36
abril de 2022;Roubo de veículo;MT;70
abril de 2022;Roubo de veículo;PA;189
abril de 2022;Roubo de veículo;PB;361
abril de 2022;Roubo de veículo;PE;860
abril de 2022;Roubo de veículo;PI;408
abril de 2022;Roubo de veículo;PR;299
abril de 2022;Roubo de veículo;RJ;1966
abril de 2022;Roubo de veículo;RN;275
abril de 2022;Roubo de veículo;RO;129
abril de 2022;Roubo de veículo;RR;23
abril de 2022;Roubo de veículo;RS;330
abril de 2022;Roubo de veículo;SC;133
abril de 2022;Roubo de veículo;SE;139
abril de 2022;Roubo de veículo;SP;3041
abril de 2022;Roubo de veículo;TO;42
maio de 2022;Roubo de veículo;AC;66
maio de 2022;Roubo de veículo;AL;151
maio de 2022;Roubo de veículo;AM;118
maio de 2022;Roubo de veículo;AP;32
maio de 2022;Roubo de veículo;BA;1070
maio de 2022;Roubo de veículo;CE;626
maio de 2022;Roubo de veículo;DF;136
maio de 2022;Roubo de veículo;ES;258
maio de 2022;Roubo de veículo;GO;100
maio de 2022;Roubo de veículo;MA;470
maio de 2022;Roubo de veículo;MG;478
maio de 2022;Roubo de veículo;MS;44
maio de 2022;Roubo de veículo;MT;85
maio de 2022;Roubo de veículo;PA;165
maio de 2022;Roubo de veículo;PB;368
maio de 2022;Roubo de veículo;PE;876
maio de 2022;Roubo de veículo;PI;333
maio de 2022;Roubo de veículo;PR;291
maio de 2022;Roubo de veículo;RJ;2078
maio de 2022;Roubo de veículo;RN;307
maio de 2022;Roubo de veículo;RO;132
maio de 2022;Roubo de veículo;RR;20
maio de 2022;Roubo de veículo;RS;396
maio de 2022;Roubo de veículo;SC;119
maio de 2022;Roubo de veículo;SE;117
maio de 2022;Roubo de veículo;SP;3303
maio de 2022;Roubo de veículo;TO;38
junho de 2022;Roubo de veículo;AC;52
junho de 2022;Roubo de veículo;AL;137
junho de 2022;Roubo de veículo;AM;96
junho de 2022;Roubo de veículo;AP;22
junho de 2022;Roubo de veículo;BA;1067
junho de 2022;Roubo de veículo;CE;576
junho de 2022;Roubo de veículo;DF;124
junho de 2022;Roubo de veículo;ES;230
junho de 2022;Roubo de veículo;GO;96
junho de 2022;Roubo de veículo;MA;402
junho de 2022;Roubo de veículo;MG;434
junho de 2022;Roubo de veículo;MS;32
junho de 2022;Roubo de veículo;MT;81
junho de 2022;Roubo de veículo;PA;147
junho de 2022;Roubo de veículo;PB;338
junho de 2022;Roubo de veículo;PE;914
junho de 2022;Roubo de veículo;PI;337
junho de 2022;Roubo de veículo;PR;277
junho de 2022;Roubo de veículo;RJ;1876
junho de 2022;Roubo de veículo;RN;317
junho de 2022;Roubo de veículo;RO;111
junho de 2022;Roubo de veículo;RR;19
junho de 2022;Roubo de veículo;RS;345
junho de 2022;Roubo de veículo;SC;89
junho de 2022;Roubo de veículo;SE;123
junho de 2022;Roubo de veículo;SP;3265
junho de 2022;Roubo de veículo;TO;39
julho de 2022;Roubo de veículo;AC;51
julho de 2022;Roubo de veículo;AL;150
julho de 2022;Roubo de veículo;AM;99
julho de 2022;Roubo de veículo;AP;35
julho de 2022;Roubo de veículo;BA;1077
julho de 2022;Roubo de veículo;CE;618
julho de 2022;Roubo de veículo;DF;123
julho de 2022;Roubo de veículo;ES;244
julho de 2022;Roubo de veículo;GO;96
julho de 2022;Roubo de veículo;MA;393
janeiro de 2015;Roubo de veículo;AC;
janeiro de 2015;Roubo de veículo;AL;297
janeiro de 2015;Roubo de veículo;AM;186
janeiro de 2015;Roubo de veículo;AP;25
janeiro de 2015;Roubo de veículo;BA;1290
janeiro de 2015;Roubo de veículo;CE;906
janeiro de 2015;Roubo de veículo;DF;522
janeiro de 2015;Roubo de veículo;GO;
janeiro de 2015;Roubo de veículo;MA;303
janeiro de 2015;Roubo de veículo;MG;1562
janeiro de 2015;Roubo de veículo;MS;110
janeiro de 2015;Roubo de veículo;MT;300
janeiro de 2015;Roubo de veículo;PA;442
janeiro de 2015;Roubo de veículo;PB;598
janeiro de 2015;Roubo de veículo;PE;752
janeiro de 2015;Roubo de veículo;PI;339
janeiro de 2015;Roubo de veículo;PR;
janeiro de 2015;Roubo de veículo;RJ;2874
janeiro de 2015;Roubo de veículo;RN;326
janeiro de 2015;Roubo de veículo;RO;130
janeiro de 2015;Roubo de veículo;RR;
janeiro de 2015;Roubo de veículo;RS;1318
janeiro de 2015;Roubo de veículo;SC;297
janeiro de 2015;Roubo de veículo;SE;207
janeiro de 2015;Roubo de veículo;SP;7490
janeiro de 2015;Roubo de veículo;TO;43
fevereiro de 2015;Roubo de veículo;AC;
fevereiro de 2015;Roubo de veículo;AL;208
fevereiro de 2015;Roubo de veículo;AM;222
fevereiro de 2015;Roubo de veículo;AP;9
fevereiro de 2015;Roubo de veículo;BA;1235
fevereiro de 2015;Roubo de veículo;CE;718
fevereiro de 2015;Roubo de veículo;DF;387
fevereiro de 2015;Roubo de veículo;GO;
fevereiro de 2015;Roubo de veículo;MA;236
fevereiro de 2015;Roubo de veículo;MG;1319
fevereiro de 2015;Roubo de veículo;MS;83
fevereiro de 2015;Roubo de veículo;MT;261
fevereiro de 2015;Roubo de veículo;PA;477
fevereiro de 2015;Roubo de veículo;PB;446
fevereiro de 2015;Roubo de veículo;PE;636
fevereiro de 2015;Roubo de veículo;PI;241
fevereiro de 2015;Roubo de veículo;PR;
fevereiro de 2015;Roubo de veículo;RJ;2494
fevereiro de 2015;Roubo de veículo;RN;321
fevereiro de 2015;Roubo de veículo;RO;138
fevereiro de 2015;Roubo de veículo;RR;
fevereiro de 2015;Roubo de veículo;RS;1191
fevereiro de 2015;Roubo de veículo;SC;357
fevereiro de 2015;Roubo de veículo;SE;140
fevereiro de 2015;Roubo de veículo;SP;6499
fevereiro de 2015;Roubo de veículo;TO;20
março de 2015;Roubo de veículo;AC;
março de 2015;Roubo de veículo;AL;271
março de 2015;Roubo de veículo;AM;132
março de 2015;Roubo de veículo;AP;37
março de 2015;Roubo de veículo;BA;1418
março de 2015;Roubo de veículo;CE;804
março de 2015;Roubo de veículo;DF;466
março de 2015;Roubo de veículo;GO;
março de 2015;Roubo de veículo;MA;288
março de 2015;Roubo de veículo;MG;1537
março de 2015;Roubo de veículo;MS;98
março de 2015;Roubo de veículo;MT;340
março de 2015;Roubo de veículo;PA;474
março de 2015;Roubo de veículo;PB;250
março de 2015;Roubo de veículo;PE;780
março de 2015;Roubo de veículo;PI;205
março de 2015;Roubo de veículo;PR;
março de 2015;Roubo de veículo;RJ;2861
março de 2015;Roubo de veículo;RN;297
março de 2015;Roubo de veículo;RO;181
março de 2015;Roubo de veículo;RR;
março de 2015;Roubo de veículo;RS;1479
março de 2015;Roubo de veículo;SC;358
março de 2015;Roubo de veículo;SE;121
março de 2015;Roubo de veículo;SP;6867
março de 2015;Roubo de veículo;TO;22
abril de 2015;Roubo de veículo;AC;
abril de 2015;Roubo de veículo;AL;269
abril de 2015;Roubo de veículo;AM;251
abril de 2015;Roubo de veículo;AP;27
abril de 2015;Roubo de veículo;BA;1353
abril de 2015;Roubo de veículo;CE;853
abril de 2015;Roubo de veículo;DF;430
abril de 2015;Roubo de veículo;GO;
abril de 2015;Roubo de veículo;MA;315
abril de 2015;Roubo de veículo;MG;1567
abril de 2015;Roubo de veículo;MS;65
abril de 2015;Roubo de veículo;MT;351
abril de 2015;Roubo de veículo;PA;459
abril de 2015;Roubo de veículo;PB;249
abril de 2015;Roubo de veículo;PE;775
abril de 2015;Roubo de veículo;PI;204
abril de 2015;Roubo de veículo;PR;
abril de 2015;Roubo de veículo;RJ;2690
abril de 2015;Roubo de veículo;RN;359
abril de 2015;Roubo de veículo;RO;145
abril de 2015;Roubo de veículo;RR;
abril de 2015;Roubo de veículo;RS;1296
abril de 2015;Roubo de veículo;SC;301
abril de 2015;Roubo de veículo;SE;138
abril de 2015;Roubo de veículo;SP;6577
abril de 2015;Roubo de veículo;TO;50
maio de 2015;Roubo de veículo;AC;
maio de 2015;Roubo de veículo;AL;233
maio de 2015;Roubo de veículo;AM;207
maio de 2015;Roubo de veículo;AP;34
maio de 2015;Roubo de veículo;BA;1367
maio de 2015;Roubo de veículo;CE;886
maio de 2015;Roubo de veículo;DF;407
maio de 2015;Roubo de veículo;GO;
maio de 2015;Roubo de veículo;MA;295
maio de 2015;Roubo de veículo;MG;1515
maio de 2015;Roubo de veículo;MS;74
maio de 2015;Roubo de veículo;MT;406
maio de 2015;Roubo de veículo;PA;505
maio de 2015;Roubo de veículo;PB;283
maio de 2015;Roubo de veículo;PE;827
maio de 2015;Roubo de veículo;PI;207
maio de 2015;Roubo de veículo;PR;
maio de 2015;Roubo de veículo;RJ;2451
maio de 2015;Roubo de veículo;RN;372
maio de 2015;Roubo de veículo;RO;131
maio de 2015;Roubo de veículo;RR;
maio de 2015;Roubo de veículo;RS;1366
maio de 2015;Roubo de veículo;SC;275
maio de 2015;Roubo de veículo;SE;172
maio de 2015;Roubo de veículo;SP;6203
maio de 2015;Roubo de veículo;TO;62
junho de 2015;Roubo de veículo;AC;
junho de 2015;Roubo de veículo;AL;234
junho de 2015;Roubo de veículo;AM;237
junho de 2015;Roubo de veículo;AP;28
junho de 2015;Roubo de veículo;BA;1190
junho de 2015;Roubo de veículo;CE;750
junho de 2015;Roubo de veículo;DF;313
junho de 2015;Roubo de veículo;GO;
junho de 2015;Roubo de veículo;MA;296
junho de 2015;Roubo de veículo;MG;1438
junho de 2015;Roubo de veículo;MS;54
junho de 2015;Roubo de veículo;MT;290
junho de 2015;Roubo de veículo;PA;466
junho de 2015;Roubo de veículo;PB;230
junho de 2015;Roubo de veículo;PE;756
junho de 2015;Roubo de veículo;PI;207
junho de 2015;Roubo de veículo;PR;
junho de 2015;Roubo de veículo;RJ;2254
junho de 2015;Roubo de veículo;RN;341
junho de 2015;Roubo de veículo;RO;134
junho de 2015;Roubo de veículo;RR;
junho de 2015;Roubo de veículo;RS;1276
junho de 2015;Roubo de veículo;SC;232
junho de 2015;Roubo de veículo;SE;124
junho de 2015;Roubo de veículo;SP;5353
junho de 2015;Roubo de veículo;TO;54
julho de 2015;Roubo de veículo;AC;
julho de 2015;Roubo de veículo;AL;328
julho de 2015;Roubo de veículo;AM;162
julho de 2015;Roubo de veículo;AP;17
julho de 2015;Roubo de veículo;BA;1247
julho de 2015;Roubo de veículo;CE;778
julho de 2015;Roubo de veículo;DF;325
julho de 2015;Roubo de veículo;GO;
julho de 2015;Roubo de veículo;MA;309
julho de 2015;Roubo de veículo;MG;1580
julho de 2015;Roubo de veículo;MS;58
julho de 2015;Roubo de veículo;MT;349
julho de 2015;Roubo de veículo;PA;421
julho de 2015;Roubo de veículo;PB;0
julho de 2015;Roubo de veículo;PE;965
julho de 2015;Roubo de veículo;PI;203
julho de 2015;Roubo de veículo;PR;
janeiro de 2023;Roubo de veículo;AC;48
janeiro de 2023;Roubo de veículo;AL;143
janeiro de 2023;Roubo de veículo;AM;128
janeiro de 2023;Roubo de veículo;AP;29
janeiro de 2023;Roubo de veículo;BA;1103
janeiro de 2023;Roubo de veículo;CE;634
janeiro de 2023;Roubo de veículo;DF;124
janeiro de 2023;Roubo de veículo;ES;275
janeiro de 2023;Roubo de veículo;GO;97
janeiro de 2023;Roubo de veículo;MA;452
janeiro de 2023;Roubo de veículo;MG;435
janeiro de 2023;Roubo de veículo;MS;23
janeiro de 2023;Roubo de veículo;MT;111
janeiro de 2023;Roubo de veículo;PA;139
janeiro de 2023;Roubo de veículo;PB;398
janeiro de 2023;Roubo de veículo;PE;980
janeiro de 2023;Roubo de veículo;PI;428
janeiro de 2023;Roubo de veículo;PR;305
janeiro de 2023;Roubo de veículo;RJ;1813
janeiro de 2023;Roubo de veículo;RN;274
janeiro de 2023;Roubo de veículo;RO;98
janeiro de 2023;Roubo de veículo;RR;32
janeiro de 2023;Roubo de veículo;RS;359
janeiro de 2023;Roubo de veículo;SC;105
janeiro de 2023;Roubo de veículo;SE;104
janeiro de 2023;Roubo de veículo;SP;3172
janeiro de 2023;Roubo de veículo;TO;25
fevereiro de 2023;Roubo de veículo;AC;47
fevereiro de 2023;Roubo de veículo;AL;136
fevereiro de 2023;Roubo de veículo;AM;103
fevereiro de 2023;Roubo de veículo;AP;24
fevereiro de 2023;Roubo de veículo;BA;1028
fevereiro de 2023;Roubo de veículo;CE;656
fevereiro de 2023;Roubo de veículo;DF;95
fevereiro de 2023;Roubo de veículo;ES;201
fevereiro de 2023;Roubo de veículo;GO;83
fevereiro de 2023;Roubo de veículo;MA;375
fevereiro de 2023;Roubo de veículo;MG;325
fevereiro de 2023;Roubo de veículo;MS;32
fevereiro de 2023;Roubo de veículo;MT;105
fevereiro de 2023;Roubo de veículo;PA;140
fevereiro de 2023;Roubo de veículo;PB;326
fevereiro de 2023;Roubo de veículo;PE;1051
fevereiro de 2023;Roubo de veículo;PI;362
fevereiro de 2023;Roubo de veículo;PR;292
fevereiro de 2023;Roubo de veículo;RJ;1578
fevereiro de 2023;Roubo de veículo;RN;221
fevereiro de 2023;Roubo de veículo;RO;84
fevereiro de 2023;Roubo de veículo;RR;20
fevereiro de 2023;Roubo de veículo;RS;323
fevereiro de 2023;Roubo de veículo;SC;85
fevereiro de 2023;Roubo de veículo;SE;76
fevereiro de 2023;Roubo de veículo;SP;2945
fevereiro de 2023;Roubo de veículo;TO;16
março de 2023;Roubo de veículo;AC;61
março de 2023;Roubo de veículo;AL;150
março de 2023;Roubo de veículo;AM;95
março de 2023;Roubo de veículo;AP;21
março de 2023;Roubo de veículo;BA;1199
março de 2023;Roubo de veículo;CE;707
março de 2023;Roubo de veículo;DF;142
março de 2023;Roubo de veículo;ES;250
março de 2023;Roubo de veículo;GO;86
março de 2023;Roubo de veículo;MA;433
março de 2023;Roubo de veículo;MG;408
março de 2023;Roubo de veículo;MS;41
março de 2023;Roubo de veículo;MT;95
março de 2023;Roubo de veículo;PA;131
março de 2023;Roubo de veículo;PB;330
março de 2023;Roubo de veículo;PE;1358
março de 2023;Roubo de veículo;PI;449
